"","x","number","activity","date_opened","rid","st","type","scope","sic","naics","violations","establishment_name"
"900",NA,900,1541240.015,"07/07/2021",627100,"AR","Referral","Partial",NA,238390,2,"Collier Building Contractors, Inc."
"901",NA,901,1541110.015,"07/06/2021",627100,"AR","Fat/Cat","Partial",NA,332999,2,"G & S Metal Buildings, Llc."
"902",NA,902,1540325.015,"06/30/2021",627100,"AR","Fat/Cat","Complete",NA,236115,2,"R L H Construction, Llc"
"903",NA,903,1568323.015,"06/29/2021",627100,"AR","Planned","Partial",NA,238130,1,"Mrj Framing, Llc"
"904",NA,904,1540315.015,"06/29/2021",627100,"AR","Referral","Complete",NA,238210,2,"Hill Electric, Inc."
"905",NA,905,1540471.015,"06/29/2021",627100,"AR","Planned","Partial",NA,236115,NA,"Jbh Construction, Inc."
"906",NA,906,1537893.015,"06/24/2021",627100,"AR","Fat/Cat","Partial",NA,238210,1,"Tnt Cable Contractors, Inc."
"907",NA,907,1540306.015,"06/24/2021",627100,"AR","Prog Related","Partial",NA,236220,NA,"Moser Construction, Llc"
"908",NA,908,1541149.015,"06/24/2021",627100,"AR","Planned","Partial",NA,238310,2,"Humberto Alfaro"
"909",NA,909,1541115.015,"06/24/2021",627100,"AR","Planned","Partial",NA,238310,2,"Austin Acoustics Inc."
"910",NA,910,1537863.015,"06/23/2021",627100,"AR","Complaint","Partial",NA,321114,3,"Ozark Mountain Bbq Products, Llc"
"911",NA,911,1537527.015,"06/22/2021",627100,"AR","Complaint","Complete",NA,561730,NA,"Wlm Landscaping & Sprinkler Inc."
"912",NA,912,1537834.015,"06/22/2021",627100,"AR","Referral","Partial",NA,326121,NA,"Viskase Companies Inc."
"913",NA,913,1537326.015,"06/21/2021",627100,"AR","Prog Related","No Insp/Other",NA,541110,NA,"United Underground Llc"
"914",NA,914,1537883.015,"06/21/2021",627100,"AR","Complaint","Partial",NA,722513,NA,"Ampler Burger"
"915",NA,915,1539728.015,"06/17/2021",627100,"AR","Planned","Partial",NA,236220,NA,"Flynco, Inc."
"916",NA,916,1539749.015,"06/17/2021",627100,"AR","Planned","Partial",NA,238140,2,"Andrew Griffin Masonry, Inc."
"917",NA,917,1539754.015,"06/17/2021",627100,"AR","Planned","Partial",NA,238160,1,"Acs Roof Maintenance, Inc."
"918",NA,918,1537290.015,"06/16/2021",627100,"AR","Planned","Partial",NA,236115,3,"Chris Duff"
"919",NA,919,1536324.015,"06/15/2021",627100,"AR","Complaint","Partial",NA,333914,3,"East Tec Inc"
"920",NA,920,1535738.015,"06/10/2021",627100,"AR","Complaint","Partial",NA,452319,1,"Family Dollar Stores Of Arkansas, Llc"
"921",NA,921,1535889.015,"06/09/2021",627100,"AR","Referral","Partial",NA,321113,NA,"Timber Producers Selma Sawmill Division, Llc"
"922",NA,922,1542393.015,"06/08/2021",627100,"AR","Referral","Partial",NA,322121,1,"Evergreen Packaging Llc"
"923",NA,923,1534512.015,"06/04/2021",627100,"AR","Fat/Cat","Partial",NA,221111,1,"U.S. Army Corps Of Engineers"
"924",NA,924,1534893.015,"06/03/2021",627100,"AR","Fat/Cat","No Insp/Other",NA,711212,NA,"Raceway Operations, Inc."
"925",NA,925,1533746.015,"06/01/2021",627100,"AR","Planned","Partial",NA,623110,NA,"Mlbnc, Inc."
"926",NA,926,1533053.015,"05/27/2021",627100,"AR","Complaint","Partial",NA,238160,NA,"Champion Restoration, Llc."
"927",NA,927,1533235.015,"05/27/2021",627100,"AR","Complaint","Partial",NA,238160,1,"M.R.C Roofing Llc"
"928",NA,928,1533361.015,"05/27/2021",627100,"AR","Planned","Partial",NA,623110,NA,"Txknc, Inc."
"929",NA,929,1532802.015,"05/26/2021",627100,"AR","Prog Related","Partial",NA,221122,NA,"Ozarks Electric Cooperative Corporation"
"930",NA,930,1532794.015,"05/26/2021",627100,"AR","Fat/Cat","Partial",NA,238210,3,"Adirondack Utility Construction Inc"
"931",NA,931,1532189.015,"05/21/2021",627100,"AR","Referral","Partial",NA,623110,NA,"Hlnc, Inc."
"932",NA,932,1531875.015,"05/20/2021",627100,"AR","Complaint","Partial",NA,334514,4,"Pom, Inc."
"933",NA,933,1532017.015,"05/20/2021",627100,"AR","Complaint","Partial",NA,334514,NA,"Pom, Inc."
"934",NA,934,1531302.015,"05/17/2021",627100,"AR","Referral","Partial",NA,311919,NA,"Shearer'S Foods Inc"
"935",NA,935,1530448.015,"05/12/2021",627100,"AR","Complaint","No Insp/Other",NA,423930,NA,"West River Valley Solid Waste District"
"936",NA,936,1529573.015,"05/07/2021",627100,"AR","Referral","Partial",NA,325199,NA,"Futurefuel Chemical Co"
"937",NA,937,1529222.015,"05/04/2021",627100,"AR","Complaint","No Insp/Process Inactive",NA,562910,NA,"Knight Restoration Services"
"938",NA,938,1529218.015,"05/03/2021",627100,"AR","Complaint","Partial",NA,311615,1,"Ozark Mountain Poultry"
"939",NA,939,1528071.015,"04/28/2021",627100,"AR","Complaint","Partial",NA,311119,7,"J. A. Farms Feed, Llc"
"940",NA,940,1528251.015,"04/28/2021",627100,"AR","Complaint","Partial",NA,311119,2,"J. A. Farms Feed, Llc"
"941",NA,941,1527103.015,"04/26/2021",627100,"AR","Complaint","Partial",NA,517911,NA,"Mobilelink Usa"
"942",NA,942,1526968.015,"04/23/2021",627100,"AR","Planned","Partial",NA,623110,1,"Or Ops, Inc"
"943",NA,943,1526905.015,"04/23/2021",627100,"AR","Planned","Partial",NA,311615,NA,"Tyson Foods"
"944",NA,944,1526896.015,"04/23/2021",627100,"AR","Planned","Partial",NA,623312,NA,"Snh Al Aimo Tenant, Inc."
"945",NA,945,1526132.015,"04/19/2021",627100,"AR","Complaint","Partial",NA,321999,4,"Acadian Wood Products Inc"
"946",NA,946,1524230.015,"04/09/2021",627100,"AR","FollowUp","Partial",NA,238220,NA,"Diamond State Heat And Air, Llc"
"947",NA,947,1524165.015,"04/08/2021",627100,"AR","Complaint","Partial",NA,722513,2,"Searcy Burgers And Shakes Llc Store #172"
"948",NA,948,1524201.015,"04/08/2021",627100,"AR","Referral","Partial",NA,325199,1,"El Dorado Chemical Company"
"949",NA,949,1524224.015,"04/08/2021",627100,"AR","FollowUp","Partial",NA,488190,NA,"Rose Aircraft Services, Inc."
"950",NA,950,1524177.015,"04/07/2021",627100,"AR","FollowUp","Partial",NA,332322,NA,"Kawneer Company, Inc."
"951",NA,951,1523504.015,"04/06/2021",627100,"AR","Prog Related","Partial",NA,238140,1,"Marce Rodriguez"
"952",NA,952,1523645.015,"04/06/2021",627100,"AR","Complaint","Partial",NA,443142,NA,"Best Buy"
"953",NA,953,1523505.015,"04/06/2021",627100,"AR","Prog Related","Partial",NA,236210,NA,"Hill & Cox Corporation"
"954",NA,954,1523424.015,"04/06/2021",627100,"AR","Referral","Partial",NA,237310,2,"Forsgren, Inc."
"955",NA,955,1523497.015,"04/06/2021",627100,"AR","Planned","No Insp/Exempt by Appropriation Act",NA,238140,NA,"T. Alvin Eanes Building Company Inc."
"956",NA,956,1523592.015,"04/05/2021",627100,"AR","Planned","Partial",NA,238160,1,"Damian Martinez"
"957",NA,957,1523313.015,"04/05/2021",627100,"AR","FollowUp","No Insp/Process Inactive",NA,321920,NA,"Barrel 53 Cooperage"
"958",NA,958,1523299.015,"04/01/2021",627100,"AR","Referral","Partial",NA,237110,3,"Greg Ford Construction, Inc."
"959",NA,959,1523171.015,"04/01/2021",627100,"AR","Fat/Cat","Partial",NA,321912,5,"Jerry Keith Ricketts"
"960",NA,960,1524707.015,"04/01/2021",627100,"AR","Prog Related","Partial",NA,238910,3,"Red Hill Development, Llc."
"961",NA,961,1523623.015,"03/23/2021",627100,"AR","Complaint","No Insp/Process Inactive",NA,561730,NA,"Wlm Landscaping & Sprinkler"
"962",NA,962,1520903.015,"03/22/2021",627100,"AR","Complaint","Partial",NA,722511,NA,"J And P Tacos, Llc"
"963",NA,963,1521134.015,"03/19/2021",627100,"AR","Referral","Partial",NA,333514,1,"Technical Machining Services, Inc."
"964",NA,964,1520096.015,"03/17/2021",627100,"AR","Referral","Partial",NA,331110,NA,"Arkansas Steel Associates, Llc"
"965",NA,965,1519507.015,"03/16/2021",627100,"AR","Fat/Cat","Partial",NA,926140,NA,"U.S. Department Of Agriculture"
"966",NA,966,1519709.015,"03/15/2021",627100,"AR","Complaint","Partial",NA,238170,2,"Burns Insulation, Inc."
"967",NA,967,1519058.015,"03/11/2021",627100,"AR","Referral","Partial",NA,424440,1,"George'S, Inc."
"968",NA,968,1518719.015,"03/10/2021",627100,"AR","Referral","Partial",NA,493130,NA,"Bearskin Grain, Llc"
"969",NA,969,1519569.015,"03/10/2021",627100,"AR","Unprog Rel","Partial",NA,423830,NA,"Apache Industrial Services"
"970",NA,970,1519563.015,"03/09/2021",627100,"AR","Unprog Rel","Partial",NA,238990,NA,"Turn2 Specialty Companies Llc"
"971",NA,971,1519553.015,"03/09/2021",627100,"AR","Unprog Rel","Partial",NA,324110,NA,"Specialty Welding And Turnarounds Llc"
"972",NA,972,1518410.015,"03/08/2021",627100,"AR","Complaint","Partial",NA,722513,NA,"Greers Ferry Sonic, Llc"
"973",NA,973,1517718.015,"03/03/2021",627100,"AR","Complaint","Partial",NA,424420,NA,"Tankersley Food Service Llc"
"974",NA,974,1516919.015,"03/01/2021",627100,"AR","Fat/Cat","Partial",NA,324110,4,"Delek Us"
"975",NA,975,1516126.015,"02/24/2021",627100,"AR","Prog Related","Partial",NA,236220,NA,"Cdi Contractors, Llc"
"976",NA,976,1516119.015,"02/24/2021",627100,"AR","Planned","Partial",NA,238140,4,"Masonry Iv, Inc"
"977",NA,977,1515859.015,"02/12/2021",627100,"AR","Referral","Partial",NA,237310,NA,"Mehaffy Construction Co., Inc."
"978",NA,978,1514048.015,"02/09/2021",627100,"AR","Complaint","Partial",NA,332321,1,"Windsor Door, Llc"
"979",NA,979,1513570.015,"02/05/2021",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"980",NA,980,1512979.015,"02/03/2021",627100,"AR","Complaint","Partial",NA,325180,5,"Evonik Corporation"
"981",NA,981,1513147.015,"02/03/2021",627100,"AR","Referral","Partial",NA,312111,1,"P-Americas, Llc"
"982",NA,982,1513776.015,"02/03/2021",627100,"AR","Fat/Cat","Partial",NA,335121,NA,"Hubbell Lighting, Inc."
"983",NA,983,1531102.015,"01/29/2021",627100,"AR","Complaint","Partial",NA,311813,5,"Mackenzie Simon Enterprises Llc"
"984",NA,984,1512124.015,"01/27/2021",627100,"AR","Complaint","Partial",NA,721120,1,"Oaklawn Jockey Club, Inc"
"985",NA,985,1511545.015,"01/25/2021",627100,"AR","Fat/Cat","No Insp/Other",NA,311615,NA,"Tyson Poultry, Inc"
"986",NA,986,1511052.015,"01/22/2021",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc. - Dardanelle Plant"
"987",NA,987,1510070.015,"01/14/2021",627100,"AR","Fat/Cat","Partial",NA,322121,3,"Twin Rivers Paper Pine Bluff Llc"
"988",NA,988,1510243.015,"01/14/2021",627100,"AR","Fat/Cat","Complete",NA,484230,3,"Hwy. 71 Trucking, Llc"
"989",NA,989,1510003.015,"01/13/2021",627100,"AR","Planned","Partial",NA,236220,NA,"Cdi Contractors Llc"
"990",NA,990,1510094.015,"01/13/2021",627100,"AR","Referral","Partial",NA,311615,NA,"Tyson Foods, Inc."
"991",NA,991,1510040.015,"01/13/2021",627100,"AR","Fat/Cat","Partial",NA,622110,NA,"U.S. Department Of Veterans Affairs"
"992",NA,992,1510020.015,"01/13/2021",627100,"AR","Prog Other","Partial",NA,238910,NA,"Grant Garrett Excavating, Inc."
"993",NA,993,1510009.015,"01/13/2021",627100,"AR","Complaint","No Insp/Process Inactive",NA,311813,NA,"Mackenzie Simon Enterprises Llc"
"994",NA,994,1509577.015,"01/12/2021",627100,"AR","Fat/Cat","Partial",NA,424440,NA,"Sonstegard Food Of Arkansas, Inc."
"995",NA,995,1509536.015,"01/12/2021",627100,"AR","Prog Related","Partial",NA,238130,NA,"James Carlson Construction, Llc"
"996",NA,996,1509502.015,"01/11/2021",627100,"AR","Planned","Partial",NA,238130,3,"Bernardo Ordonez Centeno"
"997",NA,997,1509531.015,"01/11/2021",627100,"AR","Prog Related","Partial",NA,236115,NA,"Rausch Coleman Homes"
"998",NA,998,1509304.015,"01/11/2021",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"999",NA,999,1508749.015,"01/06/2021",627100,"AR","Unprog Rel","Partial",NA,561320,NA,"Encadria Staffing Solutions"
"1000",NA,1000,1508905.015,"01/06/2021",627100,"AR","Referral","Partial",NA,445110,2,"Hays Food Town, Inc."
"1001",NA,1001,1508850.015,"01/06/2021",627100,"AR","Referral","Partial",NA,311615,NA,"Simmons Foods, Inc"
"1002",NA,1002,1508541.015,"01/05/2021",627100,"AR","Complaint","Partial",NA,721110,3,"Khushi Karma, Llc"
"1003",NA,1003,1508339.015,"12/31/2020",627100,"AR","Complaint","No Insp/Process Inactive",NA,333913,NA,"East Tec Inc"
"1004",NA,1004,1507762.015,"12/22/2020",627100,"AR","Referral","Partial",NA,115111,NA,"Adams Land Company"
"1005",NA,1005,1507344.015,"12/21/2020",627100,"AR","Fat/Cat","Partial",NA,623110,NA,"Chc Manila Nursing Center, Llc"
"1006",NA,1006,1507386.015,"12/21/2020",627100,"AR","Fat/Cat","Partial",NA,623110,NA,"Jamestown Health & Rehab, Llc"
"1007",NA,1007,1507241.015,"12/18/2020",627100,"AR","Fat/Cat","Partial",NA,622110,NA,"U.S. Department Of Veterans Affairs"
"1008",NA,1008,1507233.015,"12/17/2020",627100,"AR","Referral","Partial",NA,424410,2,"Us Foods, Inc."
"1009",NA,1009,1506965.015,"12/17/2020",627100,"AR","Fat/Cat","Partial",NA,623110,NA,"Wrnc Inc."
"1010",NA,1010,1507228.015,"12/15/2020",627100,"AR","Fat/Cat","Partial",NA,622110,NA,"St Bernards Medical Center"
"1011",NA,1011,1506291.015,"12/14/2020",627100,"AR","Fat/Cat","Partial",NA,623110,NA,"Innisfree Health And Rehabilitation Llc"
"1012",NA,1012,1506009.015,"12/11/2020",627100,"AR","Referral","Partial",NA,321113,2,"Georgia Pacific, Llc"
"1013",NA,1013,1506149.015,"12/11/2020",627100,"AR","Referral","Partial",NA,332913,3,"Elkhart Products Corporation"
"1014",NA,1014,1505556.015,"12/09/2020",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"1015",NA,1015,1505143.015,"12/07/2020",627100,"AR","Referral","Partial",NA,322291,1,"Kimberly-Clark"
"1016",NA,1016,1503697.015,"11/24/2020",627100,"AR","Fat/Cat","Partial",NA,623110,1,"Slr Health Services, Llc"
"1017",NA,1017,1506401.015,"11/23/2020",627100,"AR","Unprog Rel","Partial",NA,238910,NA,"Big Kuntree Drilling, Llc"
"1018",NA,1018,1502643.015,"11/12/2020",627100,"AR","Unprog Rel","Partial",NA,561210,NA,"Re-Engineered Business Solutions, Inc."
"1019",NA,1019,1501724.015,"11/10/2020",627100,"AR","Referral","Partial",NA,452111,1,"Sam'S West, Inc."
"1020",NA,1020,1502116.015,"11/09/2020",627100,"AR","FollowUp","No Insp/Process Inactive",NA,325180,NA,"Porocel Industries Llc"
"1021",NA,1021,1501479.015,"11/06/2020",627100,"AR","Referral","Partial",NA,238990,3,"Meylan Special Services, Inc."
"1022",NA,1022,1502099.015,"11/05/2020",627100,"AR","Fat/Cat","No Insp/Other",NA,423140,NA,"Arkansas Pik-A-Part Auto Salvage"
"1023",NA,1023,1501091.015,"11/05/2020",627100,"AR","Complaint","Partial",NA,331524,NA,"Team Ward, Inc."
"1024",NA,1024,1501883.015,"11/04/2020",627100,"AR","Complaint","Partial",NA,221111,NA,"U.S. Army Corps Of Engineers"
"1025",NA,1025,1499954.015,"10/27/2020",627100,"AR","Fat/Cat","Partial",NA,622110,NA,"U.S. Department Of Veterans Affairs"
"1026",NA,1026,1498985.015,"10/23/2020",627100,"AR","Referral","Partial",NA,311830,NA,"Tyson Mexican Original, Inc."
"1027",NA,1027,1521412.015,"10/15/2020",627100,"AR","Referral","Partial",NA,453998,1,"Mjb Precision Wood Arkansas, Llc."
"1028",NA,1028,1496696.015,"10/09/2020",627100,"AR","Fat/Cat","Partial",NA,623110,NA,"Encore Healthcare, Llc"
"1029",NA,1029,1498513.015,"10/09/2020",627100,"AR","Planned","Partial",NA,238130,3,"Ignacio Arias"
"1030",NA,1030,1498523.015,"10/08/2020",627100,"AR","Unprog Rel","Partial",NA,561320,1,"Collier Investments, Inc."
"1031",NA,1031,1497189.015,"10/08/2020",627100,"AR","Referral","Partial",NA,453998,5,"Mjb Precision Wood Arkansas, Llc."
"1032",NA,1032,1495590.015,"10/02/2020",627100,"AR","Referral","Partial",NA,311224,1,"Riceland Foods, Inc."
"1033",NA,1033,1494204.015,"09/24/2020",627100,"AR","Fat/Cat","Partial",NA,722513,NA,"Npc International, Inc."
"1034",NA,1034,1493960.015,"09/22/2020",627100,"AR","Referral","Partial",NA,236220,1,"Shannon Kee Construction, Llc"
"1035",NA,1035,1493974.015,"09/22/2020",627100,"AR","Unprog Rel","No Insp/Other",NA,236210,NA,"C & M Builders, Inc."
"1036",NA,1036,1493430.015,"09/18/2020",627100,"AR","Planned","Partial",NA,236115,2,"Chris Duff"
"1037",NA,1037,1493105.015,"09/17/2020",627100,"AR","Referral","Partial",NA,321918,1,"Ahf Products, Llc"
"1038",NA,1038,1491638.015,"09/08/2020",627100,"AR","Referral","Partial",NA,311412,1,"Conagra Foods Inc."
"1039",NA,1039,1491352.015,"09/04/2020",627100,"AR","Complaint","Partial",NA,492110,NA,"United Parcel Services"
"1040",NA,1040,1491615.015,"09/02/2020",627100,"AR","Complaint","Partial",NA,562211,5,"L & G Truck,  Llc"
"1041",NA,1041,1491355.015,"09/02/2020",627100,"AR","Unprog Rel","Partial",NA,561311,NA,"Employer Solutions Staffing Group Ii, Llc"
"1042",NA,1042,1491315.015,"09/02/2020",627100,"AR","Planned","Partial",NA,236220,3,"Kbr Builders Inc."
"1043",NA,1043,1491321.015,"09/02/2020",627100,"AR","Prog Related","Partial",NA,238130,2,"Julio Cesar Reyes"
"1044",NA,1044,1491365.015,"09/01/2020",627100,"AR","Referral","Partial",NA,331221,2,"Calstrip Arkansas, Inc."
"1045",NA,1045,1490903.015,"08/29/2020",627100,"AR","Fat/Cat","Partial",NA,562119,NA,"A & E Environmental Inc."
"1046",NA,1046,1490087.015,"08/27/2020",627100,"AR","Unprog Rel","Partial",NA,238990,NA,"Superior Traffic Control, Llc"
"1047",NA,1047,1490074.015,"08/27/2020",627100,"AR","Unprog Rel","Partial",NA,238990,NA,"Atlas Asphalt, Inc."
"1048",NA,1048,1489392.015,"08/21/2020",627100,"AR","Referral","Partial",NA,441228,1,"Airtech Supply, Inc"
"1049",NA,1049,1489026.015,"08/19/2020",627100,"AR","Referral","Partial",NA,238160,1,"Arlington Texas Construction Roofing & Cladding Llc"
"1050",NA,1050,1488817.015,"08/19/2020",627100,"AR","Referral","Partial",NA,332321,4,"Windsor Door, Llc"
"1051",NA,1051,1488174.015,"08/14/2020",627100,"AR","Fat/Cat","Partial",NA,623110,NA,"Mitchell'S Nursing Home, Inc"
"1052",NA,1052,1488403.015,"08/14/2020",627100,"AR","Fat/Cat","Partial",NA,482112,3,"Cando Rail Services Inc."
"1053",NA,1053,1511198.015,"08/14/2020",627100,"AR","Unprog Rel","Partial",NA,322121,3,"Georgia-Pacific Consumer Operations Llc"
"1054",NA,1054,1486911.015,"08/06/2020",627100,"AR","Fat/Cat","Partial",NA,622110,NA,"Mercy Hospital"
"1055",NA,1055,1486675.015,"08/04/2020",627100,"AR","Fat/Cat","Partial",NA,531110,4,"Pecan Grove Limited Partnership"
"1056",NA,1056,1485335.015,"07/27/2020",627100,"AR","Referral","Partial",NA,238130,3,"Rio Verde Framing Llc"
"1057",NA,1057,1485391.015,"07/27/2020",627100,"AR","Unprog Rel","Partial",NA,238130,NA,"Multi-Family Framing, Llc"
"1058",NA,1058,1485352.015,"07/27/2020",627100,"AR","Unprog Rel","Partial",NA,236118,NA,"Lindsey Construction Co., Inc."
"1059",NA,1059,1511432.015,"07/27/2020",627100,"AR","Prog Related","Partial",NA,238140,3,"S & C Construction, Ltd, Llc"
"1060",NA,1060,1482588.015,"07/10/2020",627100,"AR","Referral","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"1061",NA,1061,1482104.015,"07/07/2020",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"1062",NA,1062,1482109.015,"07/07/2020",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"1063",NA,1063,1481986.015,"07/06/2020",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"1064",NA,1064,1481958.015,"07/06/2020",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"1065",NA,1065,1481929.015,"07/06/2020",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Foods, Inc. - Processing Plant"
"1066",NA,1066,1482182.015,"07/06/2020",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"1067",NA,1067,1482105.015,"07/01/2020",627100,"AR","Unprog Rel","Partial",NA,561320,NA,"Kelly Services"
"1068",NA,1068,1480752.015,"06/26/2020",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"1069",NA,1069,1480139.015,"06/22/2020",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"1070",NA,1070,1480151.015,"06/22/2020",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"1071",NA,1071,1480088.015,"06/19/2020",627100,"AR","Complaint","Partial",NA,623220,NA,"Methodist Family Health, Inc."
"1072",NA,1072,1479744.015,"06/18/2020",627100,"AR","Referral","Partial",NA,221210,2,"Centerpoint Energy, Inc."
"1073",NA,1073,1478172.015,"06/10/2020",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Foods, Inc."
"1074",NA,1074,1476796.015,"06/04/2020",627100,"AR","Referral","Partial",NA,236220,2,"Odom Construction Services, Llc."
"1075",NA,1075,1477194.015,"06/02/2020",627100,"AR","Fat/Cat","Partial",NA,237310,1,"Louis-Company, Llc"
"1076",NA,1076,1474770.015,"05/04/2020",627100,"AR","Fat/Cat","Partial",NA,237310,NA,"Manhattan Road & Bridge Company"
"1077",NA,1077,1473788.015,"05/01/2020",627100,"AR","Referral","Partial",NA,325991,2,"Delta Plastics Of The South Llc"
"1078",NA,1078,1472924.015,"04/22/2020",627100,"AR","Complaint","Partial",NA,623110,NA,"Clr Healthcare Operations, Llc"
"1079",NA,1079,1472622.015,"04/16/2020",627100,"AR","Fat/Cat","Partial",NA,332420,1,"Phoenix Fabricators & Erectors, Llc."
"1080",NA,1080,1472516.015,"04/16/2020",627100,"AR","Fat/Cat","Partial",NA,321113,4,"J & J Lumber Company, Inc."
"1081",NA,1081,1471582.015,"04/01/2020",627100,"AR","Complaint","Partial",NA,325998,2,"Production Assistance Link, Llc"
"1082",NA,1082,1471334.015,"03/30/2020",627100,"AR","Fat/Cat","Partial",NA,238210,1,"H&F Electric, Inc."
"1083",NA,1083,1471347.015,"03/30/2020",627100,"AR","Referral","Partial",NA,311212,2,"Riceland Foods, Inc."
"1084",NA,1084,1470446.015,"03/19/2020",627100,"AR","Fat/Cat","Complete",NA,493130,2,"Cecil Simpson & Son Partnership"
"1085",NA,1085,1469365.015,"03/12/2020",627100,"AR","Planned","Complete",NA,238160,4,"All Tex Roofing"
"1086",NA,1086,1469209.015,"03/10/2020",627100,"AR","Unprog Rel","Partial",NA,238210,1,"Bieker Electric, Inc."
"1087",NA,1087,1468453.015,"03/10/2020",627100,"AR","Prog Related","No Insp/Other",NA,236220,NA,"Corco Construction Llc*"
"1088",NA,1088,1469203.015,"03/10/2020",627100,"AR","Unprog Rel","Partial",NA,811310,1,"Arklahoma Industrial Refrigeration Inc."
"1089",NA,1089,1468649.015,"03/09/2020",627100,"AR","Referral","Partial",NA,336370,2,"Dbg Arkansas, Llc."
"1090",NA,1090,1467787.015,"03/05/2020",627100,"AR","Unprog Rel","Partial",NA,221310,NA,"Carter Irrigation Inc."
"1091",NA,1091,1467695.015,"03/05/2020",627100,"AR","Referral","Partial",NA,311615,10,"Ok Foods Inc."
"1092",NA,1092,1467256.015,"03/04/2020",627100,"AR","Planned","Partial",NA,238130,1,"Jerry Rodriguez Inc."
"1093",NA,1093,1467081.015,"03/04/2020",627100,"AR","Complaint","No Insp/Process Inactive",NA,447110,NA,"Fuel Expressway 90, Llc"
"1094",NA,1094,1467286.015,"03/04/2020",627100,"AR","Planned","Partial",NA,238130,2,"Henry Tavner"
"1095",NA,1095,1467673.015,"03/04/2020",627100,"AR","Fat/Cat","Partial",NA,488190,4,"Rose Aircraft Services, Inc."
"1096",NA,1096,1466797.015,"03/03/2020",627100,"AR","Planned","Partial",NA,238350,2,"Francisco Sanchez Feregrino"
"1097",NA,1097,1466813.015,"03/03/2020",627100,"AR","Planned","Partial",NA,238130,2,"Luis Arroyo"
"1098",NA,1098,1466803.015,"03/03/2020",627100,"AR","Planned","Partial",NA,238130,2,"Ricardo Gonzales Arias"
"1099",NA,1099,1466547.015,"03/02/2020",627100,"AR","Planned","No Insp/Exempt by Appropriation Act",NA,238320,NA,"Jon Foster"
"1100",NA,1100,1466544.015,"03/02/2020",627100,"AR","Planned","Partial",NA,238130,1,"Lawson Contracting Group"
"1101",NA,1101,1464740.015,"02/28/2020",627100,"AR","Prog Related","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"1102",NA,1102,1466214.015,"02/28/2020",627100,"AR","Complaint","No Insp/Other",NA,237990,NA,"Johnson Brothers Corporation"
"1103",NA,1103,1466449.015,"02/28/2020",627100,"AR","FollowUp","No Insp/Other",NA,237110,NA,"Triple E Construction, Inc"
"1104",NA,1104,1465842.015,"02/27/2020",627100,"AR","Planned","Partial",NA,238160,NA,"Ketcher & Company, Inc."
"1105",NA,1105,1466243.015,"02/27/2020",627100,"AR","Planned","Partial",NA,238160,3,"Elias Escobeldo"
"1106",NA,1106,1466055.015,"02/27/2020",627100,"AR","Fat/Cat","No Insp/Other",NA,812220,NA,"Serenity Cemeteries Ii, Llc"
"1107",NA,1107,1466235.015,"02/27/2020",627100,"AR","Planned","Partial",NA,238150,1,"Ace Glass Construction"
"1108",NA,1108,1465955.015,"02/26/2020",627100,"AR","Complaint","Partial",NA,424690,4,"Derm Cosmetic Labs, Inc."
"1109",NA,1109,1465412.015,"02/26/2020",627100,"AR","Planned","Partial",NA,562910,2,"Austin Construction, Inc."
"1110",NA,1110,1465405.015,"02/26/2020",627100,"AR","Planned","Partial",NA,238150,2,"Cooper Glass Company"
"1111",NA,1111,1465395.015,"02/26/2020",627100,"AR","Planned","Partial",NA,238350,2,"Francisco Javier Gonzalez Franco"
"1112",NA,1112,1467321.015,"02/26/2020",627100,"AR","Other","No Insp/Other",NA,926150,NA,"Usdol Osha Little Rock Ao"
"1113",NA,1113,1465700.015,"02/26/2020",627100,"AR","Referral","Partial",NA,311615,NA,"Ok Foods Inc."
"1114",NA,1114,1465383.015,"02/26/2020",627100,"AR","Planned","Partial",NA,238160,2,"United Roofing"
"1115",NA,1115,1465124.015,"02/25/2020",627100,"AR","Planned","Partial",NA,238350,1,"Mateo Tol Guarcas"
"1116",NA,1116,1465125.015,"02/25/2020",627100,"AR","Planned","Partial",NA,238130,2,"Adelmo De Jesus Giron Garcia"
